plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
10586, 5118, 227.9, 67.11, 211, 8, 9, 32373.1327638, 58295,
10587, 5118, 227.9, 67.11, 321, 6, 9, 23600.6208, NOT,OBSERVED
10588, 5662, 206.2967, 27.6256, 100, 7, 6, 31382.4392, 58179,58148,58151,58154,58157,58294,
10589, 5250, 142.2501, 47.8666, 421, 6, 6, 20717.4523, NOT,OBSERVED
10630, 5703, 205.5948, 28.1849, 100, 6, 6, 22176.5068, 58240,58243,58212,58181,58262,58233,
10631, 5704, 239.0196, 26.8097, 100, 6, 6, 22835.1088, 58241,58242,58212,58245,58215,58233,
10632, 5705, 231.842, 39.0758, 100, 6, 6, 26425.0572, 58208,58211,58214,58217,58186,58205,
10633, 5706, 221.1688, 41.0707, 100, 6, 6, 24266.677, 58210,58213,58182,58185,58232,58238,
10634, 5707, 216.5099, 56.6015, 100, 6, 6, 23785.0836, 58176,58211,58180,58214,58183,58206,
10635, 5708, 197.9381, 38.743, 100, 7, 6, 20155.2751, 58240,58241,58244,58213,58262,58231,58234,
10636, 5709, 194.2568, 49.9041, 100, 6, 6, 22868.426, 58208,58211,58182,58215,58186,58231,
10637, 5710, 159.0315, 43.7589, 100, 7, 6, 20826.9478, 58209,58179,58212,58183,58232,58201,58206,
10638, 5711, 167.7123, 39.8448, 100, 6, 6, 24276.6856, 58211,58182,58179,58231,58234,58205,
10639, 5712, 174.2071, 26.9809, 100, 6, 6, 20094.7517, 58270,58262,58232,58267,58238,
10640, 5713, 153.6325, 19.4839, 100, 6, 6, 20061.7335, 58176,58209,58180,58183,58230,58201,
10641, 5714, 181.9042, 19.9253, 100, 6, 6, 21488.4552, 58210,58182,58214,58186,58232,58175,
10764, 5742, 119.991, 67.3542, 110, 5, 3, 14557.4831, NOT,OBSERVED
10765, 5742, 119.991, 67.3542, 210, 3, 3, 12125.3219, NOT,OBSERVED
10766, 5628, 105.9372, 56.5336, 210, 3, 3, 10441.7694, NOT,OBSERVED
10767, 5626, 110.1613, 27.197, 210, 3, 3, 11311.494, NOT,OBSERVED
10768, 5627, 119.4391, 7.1882, 210, 3, 3, 14135.0274, NOT,OBSERVED
10769, 5629, 109.1892, 48.5521, 210, 0, 3, 0.0, NOT,OBSERVED
10770, 5636, 138.2168, -1.3839, 210, 3, 3, 12581.6587821, NOT,OBSERVED
10771, 5634, 135.265, 70.8658, 210, 3, 3, 9815.07821097, NOT,OBSERVED
10772, 5625, 133.0105, 68.4369, 210, 3, 3, 9516.33803757, NOT,OBSERVED
10773, 5726, 197.1554, 30.4853, 100, 3, 3, 15294.4488, 58232,58269,58238,
10774, 5727, 197.1595, 28.2853, 100, 3, 3, 13547.8271, 58234,58268,58230,
10775, 5728, 198.4208, 29.3871, 100, 3, 3, 12188.4191, 58234,58242,58266,
10776, 5729, 195.8942, 29.3836, 100, 3, 3, 11314.6673, 58264,58233,58238,
10777, 5118, 227.9, 67.11, 421, 7, 6, 31113.6953, NOT,OBSERVED
10837, 2495, 159.823165894, 1.66012179852, 100, 0, 1, 0.0, NOT,OBSERVED
10838, 2496, 146.5206604, 34.5520324707, 100, 0, 1, 0.0, NOT,OBSERVED
10839, 2497, 132.970535278, 1.30819618702, 100, 0, 1, 0.0, NOT,OBSERVED
10840, 2498, 133.994354248, 3.77988505363, 100, 0, 1, 0.0, NOT,OBSERVED
10841, 2499, 142.105041504, 3.12296271324, 100, 0, 1, 0.0, NOT,OBSERVED
10842, 2500, 140.779190063, 5.07563209534, 100, 0, 1, 0.0, NOT,OBSERVED
10843, 2501, 149.331222534, -0.0160555616021, 100, 0, 1, 0.0, NOT,OBSERVED
10844, 2502, 145.630569458, 5.01375818253, 100, 0, 1, 0.0, NOT,OBSERVED
10845, 2503, 149.235824585, 2.99574565887, 100, 0, 1, 0.0, NOT,OBSERVED
10846, 2504, 153.661804199, 0.0167421847582, 100, 0, 1, 0.0, NOT,OBSERVED
10847, 2505, 153.88671875, 3.25257182121, 100, 0, 1, 0.0, NOT,OBSERVED
10848, 2506, 156.352432251, 3.36983299255, 100, 0, 1, 0.0, NOT,OBSERVED
10849, 2507, 158.696029663, 3.52920651436, 100, 0, 1, 0.0, NOT,OBSERVED
10850, 5636, 138.2168, -1.3839, 210, 3, 3, 12581.6587821, NOT,OBSERVED
10851, 5634, 135.265, 70.8658, 210, 3, 3, 9815.07821097, NOT,OBSERVED
10852, 5625, 133.0105, 68.4369, 210, 3, 3, 9516.33803757, NOT,OBSERVED
10853, 5742, 119.991, 67.3542, 110, 5, 3, 14557.4831, NOT,OBSERVED
10854, 5742, 119.991, 67.3542, 210, 3, 3, 12125.3219, NOT,OBSERVED
10855, 5628, 105.9372, 56.5336, 210, 3, 3, 10441.7694, NOT,OBSERVED
10856, 5629, 109.1892, 48.5521, 210, 0, 3, 0.0, NOT,OBSERVED
10857, 5626, 110.1613, 27.197, 210, 3, 3, 11311.494, NOT,OBSERVED
10858, 5627, 119.4391, 7.1882, 210, 3, 3, 14135.0274, NOT,OBSERVED
10859, 5118, 227.9, 67.11, 421, 7, 6, 31113.6953, NOT,OBSERVED
10870, 5752, 251.6215, 77.0515, 100, 2, 1, 4604.7634, 58296,58271,
10871, 5753, 294.431, 64.0467, 100, 2, 1, 10757.6142, 58296,58292,
10872, 5754, 288.2675, 58.1379, 100, 2, 1, 5970.5899, 58267,58268,
10873, 5755, 249.3321, 76.1936, 100, 2, 1, 5007.1703, 58264,58265,
10874, 5756, 300.0466, 68.4668, 100, 2, 1, 8070.6639, 58257,58266,
10875, 5757, 258.1253, 57.2534, 100, 2, 1, 7680.5307, 58262,58263,
10876, 5758, 281.0491, 60.8002, 100, 2, 1, 11224.6908, 58267,58268,
10877, 5759, 283.4662, 60.0479, 100, 2, 1, 8625.3141, 58264,58265,
10878, 5760, 267.6606, 57.4735, 100, 1, 1, 5241.222, 58266,
10879, 5761, 289.1309, 67.1652, 100, 1, 1, 5978.9978, 58263,
10880, 5762, 255.9218, 57.5298, 100, 1, 1, 6018.7263, 58268,
10881, 5763, 275.2193, 71.3678, 100, 2, 1, 4917.8094, 58264,58265,
10882, 5764, 250.3062, 62.338, 100, 1, 1, 5327.6116, 58267,
10883, 5765, 257.2267, 65.7447, 100, 2, 1, 10866.1904, 58268,58294,
10884, 5766, 283.0392, 59.697, 100, 1, 1, 4072.395, 58291,
10885, 5767, 261.7037, 59.7788, 100, 1, 1, 5833.6119, 58269,
10886, 5768, 289.5786, 60.99, 100, 2, 1, 9750.5123, 58276,58301,
10887, 5769, 273.3893, 64.796, 100, 1, 1, 5271.0442, 58269,
10888, 5770, 290.7152, 74.6637, 100, 2, 1, 9398.8238, 58297,58293,
10889, 5771, 300.4216, 70.4845, 100, 2, 1, 10351.1138, 58269,58294,
10890, 5772, 284.7493, 69.5613, 100, 1, 1, 4568.9051, 58277,
10891, 5773, 271.2, 64.2607, 100, 1, 1, 5291.6589, 58270,
10892, 5774, 271.15, 68.6607, 100, 1, 1, 3494.7434, 58273,
10893, 5775, 267.5, 66.5607, 100, 1, 1, 5002.1029, 58270,
10894, 5748, 209.86, 14.7, 111, 6, 9, 24558.6559, 58292,58295,58264,58267,58301,58270,
10895, 5748, 209.86, 14.7, 211, 2, 9, 8605.8786, 58264,58291,
10896, 5748, 209.86, 14.7, 321, 3, 9, 12921.3078, 58266,58292,58269,
10897, 5748, 209.86, 14.7, 421, 1, 9, 5302.3661, 58268,
10898, 5749, 207.6239, 2.7267, 100, 5, 6, 18590.3644963, 58290,58267,58270,58263,
10899, 5750, 232.0711, 6.8184, 100, 6, 6, 26965.0682, 58291,58294,58263,58266,58269,58271,
10900, 5751, 226.0916, 32.3294, 100, 3, 6, 7482.16, 58297,58293,58301,
11004, 2508, 197.266418457, 26.3002071381, 100, 0, 1, 0.0, NOT,OBSERVED
11006, 2510, 194.229644775, 27.7043457031, 100, 0, 1, 0.0, NOT,OBSERVED
11007, 2511, 194.651885986, 27.3253574371, 100, 0, 1, 0.0, NOT,OBSERVED
11009, 2513, 194.961517334, 25.3763999939, 100, 0, 1, 0.0, NOT,OBSERVED
11010, 2514, 197.009460449, 24.348443985, 100, 0, 1, 0.0, NOT,OBSERVED
11011, 2515, 217.307281494, 48.9380645752, 100, 0, 1, 0.0, NOT,OBSERVED
11012, 2516, 211.597290039, 55.0178985596, 100, 0, 1, 0.0, NOT,OBSERVED
11013, 2517, 207.547515869, 55.0728797913, 100, 0, 1, 0.0, NOT,OBSERVED
11014, 2518, 193.17376709, 27.8154125214, 100, 0, 1, 0.0, NOT,OBSERVED
11015, 2519, 195.071456909, 28.2195529938, 100, 0, 1, 0.0, NOT,OBSERVED
11016, 2520, 211.008148193, 50.9118003845, 100, 0, 1, 0.0, NOT,OBSERVED
11017, 2521, 201.425369263, 50.5390472412, 100, 0, 1, 0.0, NOT,OBSERVED
11018, 2522, 195.103591919, 50.5242118835, 100, 0, 1, 0.0, NOT,OBSERVED
11019, 2523, 193.216247559, 51.7797470093, 100, 0, 1, 0.0, NOT,OBSERVED
11020, 2524, 204.096862793, 54.9617042542, 100, 0, 1, 0.0, NOT,OBSERVED
11021, 2525, 199.828094482, 54.362487793, 100, 0, 1, 0.0, NOT,OBSERVED
11022, 2526, 220.320739746, 5.20830011368, 100, 0, 1, 0.0, NOT,OBSERVED
11023, 2527, 222.716949463, 2.98660469055, 100, 0, 1, 0.0, NOT,OBSERVED
11024, 2528, 202.563217163, -1.33505761623, 100, 0, 1, 0.0, NOT,OBSERVED
11025, 2529, 258.818725586, 58.423828125, 100, 0, 1, 0.0, NOT,OBSERVED
11127, 5776, 161.6613, 0.0095, 100, 0, 6, 0.0, NOT,OBSERVED
11128, 5777, 174.6424, 13.4369, 100, 0, 6, 0.0, NOT,OBSERVED
11129, 5778, 189.8669, 14.0728, 100, 0, 6, 0.0, NOT,OBSERVED
11130, 5780, 239.857, -22.6828, 100, 0, 1, 0.0, NOT,OBSERVED
11131, 5781, 243.24, -25.4691, 100, 0, 1, 0.0, NOT,OBSERVED
11132, 5782, 246.2004, -22.5756, 100, 0, 1, 0.0, NOT,OBSERVED
11133, 5783, 242.936, -19.6787, 100, 0, 1, 0.0, NOT,OBSERVED
11134, 5784, 251.943, -19.2882, 100, 0, 1, 0.0, NOT,OBSERVED
11135, 5193, 292.2576, 30.2936, 420, 2, 3, 8132.1321, 58301,
11136, 5803, 239.895, -25.5482, 100, 0, 1, 0.0, NOT,OBSERVED
11137, 5804, 239.933, -19.7823, 100, 0, 1, 0.0, NOT,OBSERVED
11138, 5805, 243.544, -28.214, 100, 0, 1, 0.0, NOT,OBSERVED
11139, 5806, 246.585, -28.1033, 100, 0, 1, 0.0, NOT,OBSERVED
11140, 5807, 249.891, -27.889, 100, 1, 1, 3296.6121, 58300,
11141, 5808, 246.432, -25.2338, 100, 0, 1, 0.0, NOT,OBSERVED
11142, 5809, 252.465, -24.5195, 100, 0, 1, 0.0, NOT,OBSERVED
11143, 5810, 243.326, -22.6411, 100, 0, 1, 0.0, NOT,OBSERVED
11144, 5811, 249.244, -22.1994, 100, 0, 1, 0.0, NOT,OBSERVED
11145, 5812, 246.014, -19.5752, 100, 0, 1, 0.0, NOT,OBSERVED
11146, 5813, 248.902, -19.1953, 100, 0, 1, 0.0, NOT,OBSERVED
11147, 5814, 242.746, -17.02, 100, 0, 1, 0.0, NOT,OBSERVED
11148, 5815, 245.862, -16.6747, 100, 0, 1, 0.0, NOT,OBSERVED
11150, 5817, 318.0044, 48.3296, 100, 0, 6, 0.0, NOT,OBSERVED
11151, 5188, 260.3, 57.8, 532, 1, 3, 4020.5665, 58300,
11152, 5188, 260.3, 57.8, 632, 1, 3, 5035.8011, 58301,
11153, 5188, 260.3, 57.8, 742, 0, 3, 0.0, NOT,OBSERVED
11154, 5188, 260.3, 57.8, 842, 0, 3, 0.0, NOT,OBSERVED
11207, 5598, 9.4224, 38.7935, 210, 3, 3, 11698.4758, NOT,OBSERVED
11208, 5599, 38.515, 34.2336, 210, 3, 3, 12616.2358376, NOT,OBSERVED
11209, 5600, 349.0891, 34.0609, 210, 3, 3, 11412.8772, NOT,OBSERVED
11210, 5601, 37.5406, 29.6546, 210, 3, 3, 13386.7042, NOT,OBSERVED
11211, 5602, 32.2878, 36.2827, 210, 3, 3, 14789.9101, NOT,OBSERVED
11212, 5603, 17.3665, 38.3108, 210, 3, 3, 11551.3462, NOT,OBSERVED
11213, 5604, 26.6015, 36.6638, 210, 2, 3, 8422.404, NOT,OBSERVED
11214, 5605, 29.9311, 34.6749, 210, 0, 3, 0.0, NOT,OBSERVED
11215, 5606, 34.8974, 41.9316, 210, 3, 3, 15328.3262, NOT,OBSERVED
11216, 5607, 41.7968, 39.6311, 210, 3, 3, 13295.0332566, NOT,OBSERVED
11217, 5608, 55.568, 32.3084, 210, 0, 3, 0.0, NOT,OBSERVED
11218, 5609, 51.2746, 27.5989, 210, 3, 3, 10643.0719103, NOT,OBSERVED
11219, 5610, 84.4587, 66.8757, 210, 3, 3, 13448.4187, NOT,OBSERVED
11220, 5612, 58.1615, 22.2487, 210, 3, 3, 11053.7419, NOT,OBSERVED
11221, 5613, 45.7503, 26.8972, 210, 3, 3, 13010.8388, NOT,OBSERVED
11222, 5614, 99.46, 68.987, 210, 3, 3, 12190.2179, NOT,OBSERVED
11223, 5615, 71.4445, 6.7888, 210, 3, 3, 13824.4808, NOT,OBSERVED
11224, 5818, 337.581, -17.3544, 100, 1, 1, 4445.08133792, NOT,OBSERVED
11225, 5819, 340.107, -15.7387, 100, 1, 1, 6260.5475, NOT,OBSERVED
11226, 5820, 342.409, -13.9692, 100, 1, 1, 4543.6184, NOT,OBSERVED
11227, 5821, 333.447, -16.6859, 100, 2, 1, 9321.9368, NOT,OBSERVED
11228, 5822, 335.914, -14.9916, 100, 1, 1, 6489.1842, NOT,OBSERVED
11229, 5823, 338.339, -13.342, 100, 1, 1, 4570.5636, NOT,OBSERVED
11230, 5824, 343.026, -9.998, 100, 1, 1, 3526.4598, NOT,OBSERVED
11231, 5825, 331.761, -14.2838, 100, 0, 1, 0.0, NOT,OBSERVED
11232, 5826, 334.269, -12.6321, 100, 2, 1, 8104.7243, NOT,OBSERVED
11233, 5827, 336.776, -10.9418, 100, 0, 1, 0.0, NOT,OBSERVED
11234, 5828, 339.12, -9.3509, 100, 0, 1, 0.0, NOT,OBSERVED
11235, 5829, 330.137, -11.885, 100, 0, 1, 0.0, NOT,OBSERVED
11236, 5830, 332.724, -10.4947, 100, 0, 1, 0.0, NOT,OBSERVED
11237, 5831, 335.05, -8.661, 100, 2, 1, 9358.03, NOT,OBSERVED
11238, 5832, 331.118, -7.9139, 100, 0, 1, 0.0, NOT,OBSERVED
11239, 5833, 289.674, -19.7092, 100, 0, 1, 0.0, NOT,OBSERVED
11240, 5834, 288.548, -16.9333, 100, 0, 1, 0.0, NOT,OBSERVED
11241, 5835, 256.429, -18.6538, 110, 0, 1, 0.0, NOT,OBSERVED
11242, 5836, 259.401, -18.2158, 110, 0, 1, 0.0, NOT,OBSERVED
11243, 5837, 262.276, -17.9114, 110, 0, 1, 0.0, NOT,OBSERVED
11244, 5838, 283.871, -21.6127, 100, 1, 1, 5501.7994, NOT,OBSERVED
11245, 5839, 293.052, -27.6795, 100, 0, 1, 0.0, NOT,OBSERVED
11246, 5840, 289.024, -26.1329, 100, 1, 1, 2973.7984, NOT,OBSERVED
11247, 5841, 294.621, -23.9121, 100, 0, 1, 0.0, NOT,OBSERVED
11248, 5842, 290.757, -22.3662, 100, 0, 1, 0.0, NOT,OBSERVED
11249, 5843, 253.847, -21.8545, 110, 0, 1, 0.0, NOT,OBSERVED
11250, 5844, 254.096, -24.92, 110, 0, 1, 0.0, NOT,OBSERVED
11251, 5845, 254.501, -27.7817, 110, 0, 1, 0.0, NOT,OBSERVED
11252, 5846, 256.771, -21.5513, 110, 0, 1, 0.0, NOT,OBSERVED
11253, 5847, 259.81, -21.1807, 110, 0, 1, 0.0, NOT,OBSERVED
11254, 5848, 262.805, -20.7427, 110, 0, 1, 0.0, NOT,OBSERVED
11255, 5849, 257.362, -24.482, 110, 0, 1, 0.0, NOT,OBSERVED
11256, 5850, 260.285, -24.0993, 110, 0, 1, 0.0, NOT,OBSERVED
11257, 5851, 257.735, -27.31, 110, 0, 1, 0.0, NOT,OBSERVED
11258, 5852, 260.969, -26.8905, 110, 0, 1, 0.0, NOT,OBSERVED
11259, 5853, 263.364, -23.4044, 110, 0, 1, 0.0, NOT,OBSERVED
11260, 5854, 281.5216, -2.6091, 100, 0, 3, 0.0, NOT,OBSERVED
11261, 5855, 295.9764, 23.8904, 100, 2, 3, 10213.1647, NOT,OBSERVED
11262, 5856, 344.0722, 39.6896, 110, 3, 3, 11946.4035, NOT,OBSERVED
11263, 5856, 344.0722, 39.6896, 210, 3, 3, 11786.5022, NOT,OBSERVED
11264, 5857, 286.48, 38.9, 100, 0, 18, 0.0, NOT,OBSERVED
11265, 5858, 297.94, 40.99, 110, 1, 3, 5600.9962, NOT,OBSERVED
11266, 5858, 297.94, 40.99, 210, 0, 3, 0.0, NOT,OBSERVED
11267, 5858, 297.94, 40.99, 310, 0, 3, 0.0, NOT,OBSERVED
11268, 5858, 297.94, 40.99, 410, 0, 3, 0.0, NOT,OBSERVED
11269, 5858, 297.94, 40.99, 510, 0, 3, 0.0, NOT,OBSERVED
11270, 5858, 297.94, 40.99, 610, 0, 3, 0.0, NOT,OBSERVED
11271, 5859, 309.2451, 41.8705, 100, 1, 1, 5600.0631, NOT,OBSERVED
11272, 5859, 309.2451, 41.8705, 200, 1, 1, 5380.8092, NOT,OBSERVED
11273, 5859, 309.2451, 41.8705, 300, 1, 1, 4973.338, NOT,OBSERVED
11274, 5859, 309.2451, 41.8705, 400, 0, 1, 0.0, NOT,OBSERVED
11275, 5859, 309.2451, 41.8705, 500, 0, 1, 0.0, NOT,OBSERVED
11276, 5859, 309.2451, 41.8705, 600, 0, 1, 0.0, NOT,OBSERVED
11409, 5917, 306.65, 41.0101, 100, 0, 1, 0.0, NOT,OBSERVED
11410, 5917, 306.65, 41.0101, 200, 0, 1, 0.0, NOT,OBSERVED
11411, 5917, 306.65, 41.0101, 300, 0, 1, 0.0, NOT,OBSERVED
11412, 5917, 306.65, 41.0101, 400, 0, 1, 0.0, NOT,OBSERVED
11413, 5917, 306.65, 41.0101, 500, 0, 1, 0.0, NOT,OBSERVED
11414, 5917, 306.65, 41.0101, 600, 0, 1, 0.0, NOT,OBSERVED
11415, 5918, 305.6563, 38.5682, 100, 0, 1, 0.0, NOT,OBSERVED
11416, 5918, 305.6563, 38.5682, 200, 0, 1, 0.0, NOT,OBSERVED
11417, 5918, 305.6563, 38.5682, 300, 0, 1, 0.0, NOT,OBSERVED
11418, 5918, 305.6563, 38.5682, 400, 0, 1, 0.0, NOT,OBSERVED
11419, 5918, 305.6563, 38.5682, 500, 0, 1, 0.0, NOT,OBSERVED
11420, 5918, 305.6563, 38.5682, 600, 0, 1, 0.0, NOT,OBSERVED
11421, 5921, 294.8534, 39.3055, 100, 1, 6, 5477.0305, NOT,OBSERVED
11424, 5923, 8.387851, 84.856648, 100, 3, 6, 11954.4086, NOT,OBSERVED
11425, 5925, 52.6, 31.25, 100, 1, 12, 3361.8189, NOT,OBSERVED
11426, 5926, 74.0, 30.75, 110, 1, 1, 4999.2001, NOT,OBSERVED
11427, 5926, 74.0, 30.75, 210, 2, 1, 5034.2926, NOT,OBSERVED
11428, 5926, 74.0, 30.75, 310, 1, 1, 4835.9272, NOT,OBSERVED
11429, 5927, 68.25, 18.125, 110, 1, 1, 4580.8901, NOT,OBSERVED
11430, 5927, 68.25, 18.125, 210, 1, 1, 4937.2622, NOT,OBSERVED
11431, 5927, 68.25, 18.125, 310, 1, 1, 4732.4217, NOT,OBSERVED
11432, 5928, 63.0589, 38.3965, 100, 2, 1, 5384.38, NOT,OBSERVED
11433, 5929, 65.7098, 39.9319, 100, 1, 1, 4840.3888, NOT,OBSERVED
11434, 5930, 63.3931, 35.7954, 100, 1, 1, 4932.5936, NOT,OBSERVED
11435, 5931, 68.6982, 38.7391, 100, 1, 1, 6397.9576, NOT,OBSERVED
11436, 5932, 66.1614, 37.2502, 100, 1, 1, 4831.1954, NOT,OBSERVED
11437, 5933, 68.8027, 35.9656, 100, 1, 1, 4206.55974137, NOT,OBSERVED
11438, 5934, 66.3792, 34.5912, 100, 1, 1, 7617.6563, NOT,OBSERVED
11445, 5901, 282.745, -27.9581, 100, 0, 1, 0.0, NOT,OBSERVED
11446, 5902, 281.835, -25.1811, 100, 0, 1, 0.0, NOT,OBSERVED
11447, 5903, 284.954, -24.2294, 100, 0, 1, 0.0, NOT,OBSERVED
11448, 5904, 280.926, -22.4851, 100, 0, 1, 0.0, NOT,OBSERVED
11449, 5905, 286.989, -29.7019, 100, 0, 1, 0.0, NOT,OBSERVED
11450, 5906, 289.977, -28.7898, 100, 0, 1, 0.0, NOT,OBSERVED
11451, 5907, 285.907, -27.0053, 100, 0, 1, 0.0, NOT,OBSERVED
11452, 5908, 287.768, -23.3179, 100, 0, 1, 0.0, NOT,OBSERVED
11453, 5909, 286.73, -20.6213, 100, 0, 1, 0.0, NOT,OBSERVED
11454, 5910, 282.918, -18.9558, 100, 0, 1, 0.0, NOT,OBSERVED
11455, 5911, 292.359, -18.6402, 100, 0, 1, 0.0, NOT,OBSERVED
11456, 5912, 285.82, -17.885, 100, 0, 1, 0.0, NOT,OBSERVED
11457, 5913, 337.475, -7.0094, 100, 0, 1, 0.0, NOT,OBSERVED
11458, 5914, 339.655, -5.3792, 100, 0, 1, 0.0, NOT,OBSERVED
11459, 5915, 333.447, -6.1443, 100, 1, 1, 4923.0817, NOT,OBSERVED
11460, 5916, 335.708, -4.65, 100, 2, 1, 8007.3103, NOT,OBSERVED
11461, 5920, 290.42446, 37.41002, 111, 0, 3, 0.0, NOT,OBSERVED
11462, 5920, 290.42446, 37.41002, 211, 0, 3, 0.0, NOT,OBSERVED
11463, 5920, 290.42446, 37.41002, 321, 0, 3, 0.0, NOT,OBSERVED
11464, 5920, 290.42446, 37.41002, 431, 0, 3, 0.0, NOT,OBSERVED
11465, 5922, 359.35, 56.7083, 110, 2, 3, 10056.0113, NOT,OBSERVED
11466, 5922, 359.35, 56.7083, 210, 0, 3, 0.0, NOT,OBSERVED
11467, 5943, 352.775, -11.3733, 100, 0, 1, 0.0, NOT,OBSERVED
11468, 5944, 355.119, -9.6086, 100, 1, 1, 4373.9133, NOT,OBSERVED
11469, 5945, 357.462, -7.9725, 100, 1, 1, 4195.455, NOT,OBSERVED
11470, 5946, 348.819, -10.714, 100, 0, 1, 0.0, NOT,OBSERVED
11471, 5947, 351.095, -9.0779, 100, 1, 1, 4783.4886, NOT,OBSERVED
11472, 5948, 353.438, -7.3092, 100, 1, 1, 3528.51032565, NOT,OBSERVED
11473, 5949, 357.949, -3.9936, 100, 1, 1, 6295.6512, NOT,OBSERVED
11474, 5951, 349.371, -6.7786, 100, 1, 1, 4320.0673, NOT,OBSERVED
11475, 5953, 345.191, -6.1153, 100, 0, 1, 0.0, NOT,OBSERVED
11476, 5954, 347.602, -4.3915, 100, 0, 1, 0.0, NOT,OBSERVED
11477, 5955, 349.945, -2.7997, 100, 1, 1, 4540.8079, NOT,OBSERVED
11478, 5956, 352.277, -1.0752, 100, 0, 1, 0.0, NOT,OBSERVED
11479, 5957, 345.922, -2.0922, 100, 1, 1, 4224.6846, NOT,OBSERVED
11480, 5958, 348.31, -0.4561, 100, 0, 1, 0.0, NOT,OBSERVED
11481, 5959, 350.608, 1.2242, 100, 0, 1, 0.0, NOT,OBSERVED
11482, 5622, 95.7983, 54.715, 210, 3, 3, 9743.5766, NOT,OBSERVED
11483, 5619, 109.6257, 75.0171, 210, 4, 3, 11034.9477325, NOT,OBSERVED
11484, 5620, 105.439, 68.674, 210, 3, 3, 11186.7284, NOT,OBSERVED
11485, 5635, 127.3059, 63.3917, 210, 3, 3, 8508.52905149, NOT,OBSERVED
11486, 5624, 95.1655, 74.3019, 210, 1, 3, 348.049544542, NOT,OBSERVED
11487, 5639, 123.7856, 35.1722, 210, 0, 3, 0.0, NOT,OBSERVED
11488, 5632, 126.5145, 22.7869, 210, 0, 3, 0.0, NOT,OBSERVED
11592, 5962, 64.5, 29.2, 100, 2, 3, 2887.06710424, NOT,OBSERVED
11593, 5963, 83.5, -5.4, 100, 3, 12, 9131.29816251, NOT,OBSERVED
11594, 5964, 84.4, -7.1, 100, 3, 12, 8382.60564472, NOT,OBSERVED
11595, 5965, 354.013, -3.4187, 100, 0, 1, 0.0, NOT,OBSERVED
11596, 5966, 289.126, -16.2691, 111, 0, 3, 0.0, NOT,OBSERVED
11597, 5966, 289.126, -16.2691, 211, 0, 3, 0.0, NOT,OBSERVED
11598, 5966, 289.126, -16.2691, 321, 0, 3, 0.0, NOT,OBSERVED
11599, 5966, 289.126, -16.2691, 421, 0, 3, 0.0, NOT,OBSERVED
11600, 5967, 37.17, 61.4, 100, 1, 1, 3432.6805, NOT,OBSERVED
11601, 5967, 37.17, 61.4, 200, 1, 1, 3187.81360805, NOT,OBSERVED
11602, 5967, 37.17, 61.4, 300, 0, 1, 0.0, NOT,OBSERVED
11603, 5623, 100.6974, 46.7325, 210, 2, 3, 2498.00030865, NOT,OBSERVED
11604, 5630, 124.8985, 9.8058, 210, 2, 3, 4983.1135593, NOT,OBSERVED
11605, 5640, 123.8614, 39.9415, 210, 3, 3, 10936.2724774, NOT,OBSERVED
11606, 5638, 128.7874, 42.8731, 210, 0, 3, 0.0, NOT,OBSERVED
11607, -999, 331.82, 53.0, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11608, -999, 334.9, 54.8, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11609, -999, 334.1, 57.0, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11610, -999, 351.2, 59.7, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11611, -999, 25.7, 64.2, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11612, -999, 24.8, 60.6, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11613, -999, 31.25, 62.9, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11614, -999, 19.4, 63.85, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11615, -999, 34.1, 56.6, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11616, -999, 61.717, 54.8, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11617, -999, 95.2, 24.9, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11618, 5478, 11.0, 41.3, 210, 0, 10, 0.0, NOT,OBSERVED
11619, 5478, 11.0, 41.3, 310, 0, 10, 0.0, NOT,OBSERVED
11639, 6006, 170.0305, 17.4326, 100, 0, 6, 0.0, NOT,OBSERVED
11640, 6005, 170.3706, 9.9099, 100, 2, 6, 7104.12233576, NOT,OBSERVED
11641, 6007, 169.5121, -11.8808, 100, 4, 6, 5233.01346482, NOT,OBSERVED
11642, 6009, 181.8472, 0.2, 100, 1, 6, 389.940694386, NOT,OBSERVED
11643, 6008, 188.56, -0.2844, 100, 1, 1, 4387.3047, NOT,OBSERVED
11644, 6008, 188.56, -0.2844, 200, 1, 5, 1569.09092174, NOT,OBSERVED
11645, 6010, 189.9204, -1.3413, 100, 1, 6, 3143.62933316, NOT,OBSERVED
11646, -999, 28.736, 0.154, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11647, -999, 57.58, 10.1, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11648, -999, 53.15, 41.75, 100, 11, 1, 24896.0489383, NOT,OBSERVED
11706, 6011, 156.6172, 17.8815, 100, 2, 3, 9499.16965588, NOT,OBSERVED
